Code,Category,OrgCode,Parent,Stage,ParentCategory
20815,Matter related to PFC Shares such as cancellation and transfer and demat form etc,MPOWR,19338,4,Matter related to PFC Shares
20816,Matter related to payment of Divident on PFC shares,MPOWR,19338,4,Matter related to PFC Shares
20817,Thermal,MPOWR,19350,4,R and D matters
20818,Hydro,MPOWR,19350,4,R and D matters
20819,Transmission,MPOWR,19350,4,R and D matters
20820,Grid Distribution and Energy Conservation,MPOWR,19350,4,R and D matters
20821,Recruitment,MPOWR,19351,4,Administrative Matters
20822,Compassionate Appointment,MPOWR,19351,4,Administrative Matters
20823,APAR,MPOWR,19351,4,Administrative Matters
20824,Transfer,MPOWR,19351,4,Administrative Matters
20825,Promotion,MPOWR,19351,4,Administrative Matters
20826,Leaves Related,MPOWR,19351,4,Administrative Matters
20827,Terminal Benefits,MPOWR,19351,4,Administrative Matters
20828,Pension related,MPOWR,19351,4,Administrative Matters
20829,Allegation on Officials,MPOWR,19354,4,Other
20830,Experience Certificate,MPOWR,19354,4,Other
20831,Contractual dispute,MPOWR,19361,4,Contract labour related issues
20832,Payment not done by  contracting,MPOWR,19361,4,Contract labour related issues
20833,Payment not done by  contracting agency working under NTPC Final settlement of dues not done by contracting agency under NTPC,MPOWR,19361,4,Contract labour related issues
20834,Issues related to Sub agency of  contracting agency  under NTPC Issues related,MPOWR,19361,4,Contract labour related issues
20835,Issues related to UPL,MPOWR,19361,4,Contract labour related issues
20836,Release of Security Deposit  and EMD,MPOWR,19361,4,Contract labour related issues
20837,Land  acquistion related issues,MPOWR,19362,4,Issues related to PAP or Project Affected Persons or Landoustee
20838,Issues related to Resetlement and Rehabilitation  of Landoustees,MPOWR,19362,4,Issues related to PAP or Project Affected Persons or Landoustee
20839,Environment Pollution or Ash Pond related issues,MPOWR,19362,4,Issues related to PAP or Project Affected Persons or Landoustee
20840,Matter related to employee Promotion,MPOWR,19363,4,NTPC serving Employee related issues
20841,Matter related to Transfer,MPOWR,19363,4,NTPC serving Employee related issues
20842,Seperation Benefits setllement  related issues,MPOWR,19363,4,NTPC serving Employee related issues
20843,NPS related issues,MPOWR,19363,4,NTPC serving Employee related issues
20844,NDCPS and SCSB Pension issues,MPOWR,19363,4,NTPC serving Employee related issues
20845,Issue related to Recruitment of Diploma trainee,MPOWR,19364,4,Issue related to Recruitment of ET
20846,Issue related to Recruitment of Experienced candidate,MPOWR,19364,4,Issue related to Recruitment of ET
20847,Issue related to Recruitment of Fixed Term,MPOWR,19364,4,Issue related to Recruitment of ET
20848,Issue related to Recruitment of Fixed Term  Issue related to Pay fixation on recruitment Issue related to Cancellation of Recruitment against advertisement,MPOWR,19364,4,Issue related to Recruitment of ET
20849,Issue related to Recruitment and appointment,MPOWR,19364,4,Issue related to Recruitment of ET
20850,Flooding due to reservoir water discharge,MPOWR,19365,4,Any Other Project Specific Issues
20851,Repairing of tertiary roads,MPOWR,19365,4,Any Other Project Specific Issues
20852,Recruitment,MPOWR,20034,4,HRD
20853,Promotion,MPOWR,20034,4,HRD
20854,Transfer,MPOWR,20034,4,HRD
20855,Isuance of statutory certificate training and  development,MPOWR,20034,4,HRD
20856,Industrial Relation,MPOWR,20034,4,HRD
20857,Service Matter Disputes,MPOWR,20034,4,HRD
20858,Compensation,MPOWR,20034,4,HRD
20859,Disciplinary Action,MPOWR,20034,4,HRD
20860,Others,MPOWR,20034,4,HRD
20861,CSR or SIP,MPOWR,20035,4,SECRETARIAT
20862,RTI,MPOWR,20035,4,SECRETARIAT
20863,Parliament Question,MPOWR,20035,4,SECRETARIAT
20864,PLO,MPOWR,20035,4,SECRETARIAT
20865,Others,MPOWR,20035,4,SECRETARIAT
20866,Forced Acquisition of  private land,MPOWR,20036,4,Administration and Land Acquisition  and Compensation
20867,Illegal occupation of land,MPOWR,20036,4,Administration and Land Acquisition  and Compensation
20868,Land Disputes,MPOWR,20036,4,Administration and Land Acquisition  and Compensation
20869,Others Land,MPOWR,20036,4,Administration and Land Acquisition  and Compensation
20870,Livelihood Other,MPOWR,20036,4,Administration and Land Acquisition  and Compensation
20871,Non compliance of Order,MPOWR,20037,4,Legal or Court cases
20872,Land and  Crop Compensation,MPOWR,20037,4,Legal or Court cases
20873,Arbitration and Case Disputes,MPOWR,20037,4,Legal or Court cases
20874,Enviromental Pollution,MPOWR,20037,4,Legal or Court cases
20875,Deviation from Prescribed norms and Policy,MPOWR,20037,4,Legal or Court cases
20876,Corruption,MPOWR,20038,4,vigilance
20877,Misuse of official power,MPOWR,20038,4,vigilance
20878,Harrassment,MPOWR,20038,4,vigilance
20879,Fraudulent Acts,MPOWR,20038,4,vigilance
20880,Other,MPOWR,20038,4,vigilance
20881,Fixation of Pay and  Allowance,MPOWR,20039,4,Accounts and  Establishment
20882,Pension,MPOWR,20039,4,Accounts and  Establishment
20883,Gratuity,MPOWR,20039,4,Accounts and  Establishment
20884,Fringe Benifits,MPOWR,20039,4,Accounts and  Establishment
20885,Audit,MPOWR,20039,4,Accounts and  Establishment
20886,other,MPOWR,20039,4,Accounts and  Establishment
20887,Contract and  NIT,MPOWR,20040,4,Procurement
20888,Centralised Procurement Portal,MPOWR,20040,4,Procurement
20889,Tender,MPOWR,20040,4,Procurement
20890,Other,MPOWR,20040,4,Procurement
20891,Connection of Power to the different  factory and  Establishment,MPOWR,20041,4,Commercial
20892,Matter relating to TARRIF SERC and CERC,MPOWR,20041,4,Commercial
20893,Commercial Dispute,MPOWR,20041,4,Commercial
20894,Others,MPOWR,20041,4,Commercial
20895,Administrative,MPOWR,20042,4,Project BTPS
20896,Court Cases,MPOWR,20042,4,Project BTPS
20897,Audit,MPOWR,20042,4,Project BTPS
20898,Grievances,MPOWR,20042,4,Project BTPS
20899,others,MPOWR,20042,4,Project BTPS
20900,Administrative,MPOWR,20043,4,Project CTPS
20901,Court Cases,MPOWR,20043,4,Project CTPS
20902,Audit,MPOWR,20043,4,Project CTPS
20903,Grievances,MPOWR,20043,4,Project CTPS
20904,Other,MPOWR,20043,4,Project CTPS
20905,Administrative,MPOWR,20044,4,Project DSTPS
20906,Court Cases,MPOWR,20044,4,Project DSTPS
20907,Audit,MPOWR,20044,4,Project DSTPS
20908,Grievances,MPOWR,20044,4,Project DSTPS
20909,Other,MPOWR,20044,4,Project DSTPS
20910,Administrative,MPOWR,20045,4,Project DTPS
20911,Court Cases,MPOWR,20045,4,Project DTPS
20912,Audit,MPOWR,20045,4,Project DTPS
20913,Grievances,MPOWR,20045,4,Project DTPS
20914,Other,MPOWR,20045,4,Project DTPS
20915,Administrative,MPOWR,20046,4,Project DVCHZ
20916,Court Cases,MPOWR,20046,4,Project DVCHZ
20917,Audit,MPOWR,20046,4,Project DVCHZ
20918,Grievances,MPOWR,20046,4,Project DVCHZ
20919,Other,MPOWR,20046,4,Project DVCHZ
20920,Administrative,MPOWR,20047,4,Project DVCPA
20921,Court Cases,MPOWR,20047,4,Project DVCPA
20922,Audit,MPOWR,20047,4,Project DVCPA
20923,Grievances,MPOWR,20047,4,Project DVCPA
20924,Other,MPOWR,20047,4,Project DVCPA
20925,Administrative,MPOWR,20048,4,Project KTPS 1
20926,Court Cases,MPOWR,20048,4,Project KTPS 1
20927,Audit,MPOWR,20048,4,Project KTPS 1
20928,Grievances,MPOWR,20048,4,Project KTPS 1
20929,Other,MPOWR,20048,4,Project KTPS 1
20930,Administrative,MPOWR,20049,4,Project MAITH
20931,Court Cases,MPOWR,20049,4,Project MAITH
20932,Audit,MPOWR,20049,4,Project MAITH
20933,Grievances,MPOWR,20049,4,Project MAITH
20934,Other,MPOWR,20049,4,Project MAITH
20935,Administrative,MPOWR,20050,4,Project MTPS 1
20936,Court Cases,MPOWR,20050,4,Project MTPS 1
20937,Audit,MPOWR,20050,4,Project MTPS 1
20938,Grievances,MPOWR,20050,4,Project MTPS 1
20939,Other,MPOWR,20050,4,Project MTPS 1
20940,Administrative,MPOWR,20051,4,Project RTPS 1
20941,Court Cases,MPOWR,20051,4,Project RTPS 1
20942,Audit,MPOWR,20051,4,Project RTPS 1
20943,Grievances,MPOWR,20051,4,Project RTPS 1
20944,Other,MPOWR,20051,4,Project RTPS 1
20945,"1.Establishment 
2.Recruitment 
3.Transfer
4.Job Specification/Description
5.IR
6.Wages
7.Policy 
8.Apprenticeship / Internship
9.Contractual Employment 
10.Employment Related 
11.EPF / EPS
12.Appraisal
13.Separation Related
14.Trainings
15.Administration
16. Employee Welfare",MPOWR,16706,4,Human Resources
20946,1 Payment Related  2  Final Settlement 3  Process Related  4   Policy Related,MPOWR,16707,4,Compensation
20947,1 Process Related  2 Policy Related  3 GEM Portal,MPOWR,16709,4,Materials
20948,1 Process Related  2 Policy Related  3 Request for funds,MPOWR,16710,4,CSR
20949,1 Corruption 2 Request for investigation 3 Disciplinary action related,MPOWR,16711,4,Vigilance
20950,1 Process Related  2 Policy Related,MPOWR,16712,4,Row
20951,1 Dividend related 2 Allotment of shares regarding,MPOWR,16713,4,Company Secretary
20952,1 Process Related  2 Policy Related,MPOWR,16714,4,Quality related
20953,1 Appointment 2 posting 3 transfer 4 promotion 5 Pensions,MPOWR,20052,4,Adm I Section  Administrative matters of the CPSEs officers
20954,1 Appointment 2 posting 3 transfer 4 promotion 5 Pensions,MPOWR,20053,4,Adm II Section  Administrative matters related to Ministry of Power
20955,1 administrative matter and required goods and services related to MoP                                                             2 contract matter related to MoP,MPOWR,20054,4,Adm III Section  Administrative matters related to Ministry of Power
20956,Legal matters/Judic iary others related  to the Schemes       2 Implementati on of Schemes                                      3 Quality of Services                                           4 Distributions Matters /Civic amenities Electricity,MPOWR,20055,4,Distribution Division Related
20957,all the matter related to NEEPCO,MPOWR,20056,4,O M Division
20958,Mega Power Policy Mega,MPOWR,20057,4,FSC and IPC Division
20959,Make in India,MPOWR,20057,4,FSC and IPC Division
20960,Ultra Mega Power Project,MPOWR,20057,4,FSC and IPC Division
20961,Coal Supply,MPOWR,20057,4,FSC and IPC Division
20962,matters related to Mega Power Projects which have been accorded duty exemption under the policy,MPOWR,20057,4,FSC and IPC Division
20963,Public Procurement Poicy,MPOWR,20057,4,FSC and IPC Division
20964,Fuel Supply,MPOWR,20057,4,FSC and IPC Division
20965,Matters related to electric vechicle rralted matter  and EESL Limited and BEE,MPOWR,20058,4,"EC ET and EV Section,"
20966,all the Matters related to  NTPCLimited,MPOWR,20059,4,Thermal Section
20967,"all the matter related to  PGCIL ike administrative, vigilance, court cases, etc.",MPOWR,20060,4,PG Section
20968,vigilance matters related to MoP.,MPOWR,20061,4,V and  S Division  for vigilance
20969,Performance of Electricity regulatory,MPOWR,20062,4,RCM Division
20970,"all the matter related to Damodar Valley Corporation  like administrative, vigilance, court cases, etc.",MPOWR,20063,4,DVC Desk
20971,"Reforms linked scheme and any other new scheme  formulation, Cabinet notes relted to MoP",MPOWR,20064,4,UR and  SI  II Section
20972,finanace matter related to Ministry of Power,MPOWR,20065,4,PFC Section
20973,all the matters related to SJVNL,MPOWR,20066,4,Hydel II Section
20974,Administrati on of the Electricity act and framing of rules the under tariff policy                                                     2 Electricity Act 2003 of pilot scheme I and II revival of stressed thermal projects,MPOWR,20067,4,R and R Section
20975,1. all the policy and planning matters related to MoP    2. Capacity additional programme,MPOWR,20068,4,Policy matters Section
20976,1.Administrati ve (HR) 2. Court Cases 3.Audit  4.Grievance  5.Parliament Question6.Appointment of Estate Officer for and all the matter related to NHPC LIMITED,MPOWR,20070,4,NHPC DESK
20977,All issues relating to Research Scheme on Power through Central Power Research Institute (CPRI) after March 1998,MPOWR,20071,4,T and R Division
20978,Nomination of Officers to all domestic and foreign training programmes except (I) foreign training linked to projects being dealt with by the wings concerned (II) the ISTM training courses being dealt with by Adm II Section and foreign training,MPOWR,20071,4,T and R Division
20979,Administrati ve,MPOWR,20072,4,UR and SI  I Section
20980,Court Cases,MPOWR,20072,4,UR and SI  I Section
20981,Audit,MPOWR,20072,4,UR and SI  I Section
20982,Grievance,MPOWR,20072,4,UR and SI  I Section
20983,Parliament Question,MPOWR,20072,4,UR and SI  I Section
20984,Appointment of Estate Officer for the project,MPOWR,20072,4,UR and SI  I Section
20985,Administrati ve,MPOWR,20073,4,REC Section
20986,Court Cases,MPOWR,20073,4,REC Section
20987,Audit,MPOWR,20073,4,REC Section
20988,Grievance,MPOWR,20073,4,REC Section
20989,Parliament Question,MPOWR,20073,4,REC Section
20990,Appointment of Estate Officer for the project,MPOWR,20073,4,REC Section
20991,"Matters relating to States  UT Transmission Project Lines relating to procurement of software Trai ning programmes for Power System Wing of Central Electricity Authority. RLDs royalty charges by P and T Department, PLCC and PTCC matters. Transmission Projects in and Exchange of Power with the neighboring countries.",MPOWR,20074,4,Transmission Division
20992,all the matter related to THDC Limited and NEEPCO,MPOWR,20075,4,Hydel I Section
20993,MD-MS thesis fellowship,DHRES,16371,5,IH and HRD Division
20994,ICMR-PDF fellowships,DHRES,16371,5,IH and HRD Division
21018,NITI Aayog,DPLNG,,1,#N/A
21019,Administration and Establishment Matters,DPLNG,21018,2,NITI Aayog
21020,Rural Development Schemes related,DPLNG,21018,2,NITI Aayog
21021,Establishment matters,DPLNG,21019,3,Administration and Establishment Matters
21022,Ministry of Tourism,DTOUR,,1,#N/A
21023,Cheating and Misrepresentation,DTOUR,21022,2,Ministry of Tourism
21024,Poor Quality of Work /Service Related,DTOUR,21022,2,Ministry of Tourism
21025,Classification / Approval / Recognition,DTOUR,21022,2,Ministry of Tourism
21036,Hotel And Accomodation,DTOUR,21023,3,Cheating and Misrepresentation
21037,Guide related matter,DTOUR,21023,3,Cheating and Misrepresentation
21038,Regional offices,DTOUR,21023,3,Cheating and Misrepresentation
21039,Accounts related,DPLNG,21018,2,NITI Aayog
21040,Library related,DPLNG,21018,2,NITI Aayog
21041,Policy,DPLNG,21018,2,NITI Aayog
21042,Financial Assistance and use of NITI Aayog,DPLNG,21018,2,NITI Aayog
21043,General administration,DPLNG,21018,2,NITI Aayog
21044,Employment and Skill Development,DPLNG,21018,2,NITI Aayog
21045,Industry matters,DPLNG,21018,2,NITI Aayog
21046,Projects,DPLNG,21018,2,NITI Aayog
21047,Translation work related to Hindi,DPLNG,21018,2,NITI Aayog
21048,Health matters,DPLNG,21018,2,NITI Aayog
21049,Women Empowerment Child development and  Nutrition matters,DPLNG,21018,2,NITI Aayog
21050,special category status to states,DPLNG,21018,2,NITI Aayog
21051,Reports,DPLNG,21018,2,NITI Aayog
21052,Scheduled Caste Scheduled Tribe Minorities Persons with Disabilities Other Backward Classes and other vulnerable groups,DPLNG,21018,2,NITI Aayog
21053,Water related matters,DPLNG,21018,2,NITI Aayog
21054,Land related matters,DPLNG,21018,2,NITI Aayog
21055,Agriculture,DPLNG,21018,2,NITI Aayog
21056,Technical and Secretarial  works,DPLNG,21018,2,NITI Aayog
21057,Housing and Urban sector  schemes,DPLNG,21018,2,NITI Aayog
21058,Pension  and Family Pension of  the staff of NITI Aayog and DMEO,DPLNG,21018,2,NITI Aayog
21059,Annual Performance  Appraisal Report of the staff of NITI Aayog and DMEO,DPLNG,21018,2,NITI Aayog
21060,Complaints regarding vigilance matter,DPLNG,21018,2,NITI Aayog
21061,Tourism,DPLNG,21018,2,NITI Aayog
21062,Culture,DPLNG,21018,2,NITI Aayog
21063,Panchayati Raj,DPLNG,21018,2,NITI Aayog
21064,Information and  Broadcasting,DPLNG,21018,2,NITI Aayog
21065,NGO Darpan,DPLNG,21018,2,NITI Aayog
21066,Matters related to  Aspirational Districts Programme,DPLNG,21018,2,NITI Aayog
21067,Defence  related,DPLNG,21018,2,NITI Aayog
21068,Home Affairs,DPLNG,21018,2,NITI Aayog
21069,Platforms,DPLNG,21018,2,NITI Aayog
21070,Frontier Technology,DPLNG,21018,2,NITI Aayog
21071,Economic and Finance  Matters,DPLNG,21018,2,NITI Aayog
21072,National Institute of Labour Economics Research and Development,DPLNG,21018,2,NITI Aayog
21125,Matters pertaining to Development Monitoring Evaluation Office,DPLNG,21018,2,NITI Aayog
21126,Matters relating to Atal Innovation Mission,DPLNG,21018,2,NITI Aayog
21127,Posting/ Work Allocation matters,DPLNG,21019,3,Administration and Establishment Matters
21128,Pay/sanction related matters,DPLNG,21019,3,Administration and Establishment Matters
21129,Internship Scheme,DPLNG,21019,3,Administration and Establishment Matters
21130,Recruitment,DPLNG,21019,3,Administration and Establishment Matters
21131,MGNREGA,DPLNG,21020,3,Rural Development Schemes related
21132,PMAY-G,DPLNG,21020,3,Rural Development Schemes related
21133,NRLM,DPLNG,21020,3,Rural Development Schemes related
21134,NSAP,DPLNG,21020,3,Rural Development Schemes related
21135,PMGSY,DPLNG,21020,3,Rural Development Schemes related
21136,DDUGKY,DPLNG,21020,3,Rural Development Schemes related
21137,SPMRM,DPLNG,21020,3,Rural Development Schemes related
21138,SAGY,DPLNG,21020,3,Rural Development Schemes related
21139,Mission Antyodaya and Others,DPLNG,21020,3,Rural Development Schemes related
21140,Gazetted staff  related matter,DPLNG,21039,3,Accounts related
21141,Non Gazetted Staff related mattters,DPLNG,21039,3,Accounts related
21142,Contingent or DDO related matter,DPLNG,21039,3,Accounts related
21143,Procurement of Resources,DPLNG,21040,3,Library related
21144,Purchase of Books and periodicals,DPLNG,21040,3,Library related
21145,Purchase of e resources,DPLNG,21040,3,Library related
21146,Library Policies,DPLNG,21040,3,Library related
21147,Others,DPLNG,21040,3,Library related
21148,Department of Personnel and  Training,DPLNG,21041,3,Policy
21149,Department of Administrative Reforms and  Public Grievances,DPLNG,21041,3,Policy
21150,Department of Pensions and Pensioner's Welfare,DPLNG,21041,3,Policy
21151,Department of Food and Public Distribution,DPLNG,21041,3,Policy
21152,Department of Consumer Affairs,DPLNG,21041,3,Policy
21381,State of Karnataka and UT of Delhi,DPLNG,21041,3,Policy
21382,Department of Fertilizers,DPLNG,21041,3,Policy
21383,Department of Chemicals and Petrochemicals,DPLNG,21041,3,Policy
21384,Department of Legal Affairs,DPLNG,21041,3,Policy
21385,Department of Justice,DPLNG,21041,3,Policy
21386,Science and Technology,DPLNG,21041,3,Policy
21387,Digital Communications,DPLNG,21041,3,Policy
21388,Dept. of Expenditure,DPLNG,21041,3,Policy
21389,6th Schedule of  Constitution,DPLNG,21041,3,Policy
21486,Ministry of Power,DPLNG,21041,3,Policy
21487,Ministry of Coal,DPLNG,21041,3,Policy
21488,Ministry of Petroleum and Natural Gas,DPLNG,21041,3,Policy
21489,Department of Atomic Energy,DPLNG,21041,3,Policy
21490,State of Rajasthan and UT of Dadra and Nagar Haveli and Daman and Diu,DPLNG,21041,3,Policy
21491,Department of School and Literacy,DPLNG,21041,3,Policy
21492,Department of Higher Education,DPLNG,21041,3,Policy
21493,Ministry of Youth Affairs and Sports,DPLNG,21041,3,Policy
21686,"SC, ST, Minorities, PwDs, OBC and other vulnerable groups",DPLNG,21041,3,Policy
21687,Ministry of Road Transport and Highways,DPLNG,21041,3,Policy
21688,Ministry of Port shipping and water ways,DPLNG,21041,3,Policy
21689,Ministry of Civil Aviation and Electrical mobility,DPLNG,21041,3,Policy
21690,Trade and Commerce,DPLNG,21041,3,Policy
21835,Others,DPLNG,21041,3,Policy
21836,Assistance under Research  Scheme of NITI Aayog,DPLNG,21042,3,Financial Assistance and use of NITI Aayog
21837,Logo Support under Research  Scheme of NITI Aayog,DPLNG,21042,3,Financial Assistance and use of NITI Aayog
21838,Others,DPLNG,21042,3,Financial Assistance and use of NITI Aayog
21839,"Labour,Employment  and Scocial Security",DPLNG,21044,3,Employment and Skill Development
21900,Skill Development  and Entrepreneurship,DPLNG,21044,3,Employment and Skill Development
21901,District Skill Plans and Polytechnics and Migrant labour,DPLNG,21044,3,Employment and Skill Development
21902,Steel,DPLNG,21045,3,Industry matters
21903,Textiles,DPLNG,21045,3,Industry matters
21904,Food Processing,DPLNG,21045,3,Industry matters
21905,Public Enterprise,DPLNG,21045,3,Industry matters
21906,SATH (Education),DPLNG,21046,3,Projects
21907,SEQI,DPLNG,21046,3,Projects
21908,"Energy Modeling Unit (IESS-2047, Modells, Modelling results, reports ect.)",DPLNG,21046,3,Projects
21909,Appraisal of projects,DPLNG,21046,3,Projects
21910,"Construction of Railway Lines, Station, Goods Terminals",DPLNG,21046,3,Projects
21911,Construction of all kind of roads,DPLNG,21046,3,Projects
21912,"Construction of Berth, dredging, mechanisation",DPLNG,21046,3,Projects
21913,"Construction of Airport,  Passenger facilities, Terminal facilities",DPLNG,21046,3,Projects
21914,Others,DPLNG,21046,3,Projects
21915,Others,DPLNG,21047,3,Translation work related to Hindi
21916,Impelementation of official language in office,DPLNG,21047,3,Translation work related to Hindi
21917,Department Of Health and Family Welfare,DPLNG,21048,3,Health matters
21918,Deptt. Of Health Research,DPLNG,21048,3,Health matters
21919,Dept. Of Pharmaceuticals,DPLNG,21048,3,Health matters
21920,Others,DPLNG,21048,3,Health matters
21921,Annual Report of NITI Aayog,DPLNG,21051,3,Reports
21922,Rationalisation of Centrally  Sponsored Schemes,DPLNG,21051,3,Reports
21923,Constitution and Mandate of  NITI aayog,DPLNG,21051,3,Reports
21924,Governing Council Meeting,DPLNG,21051,3,Reports
21925,SCSP,DPLNG,21052,3,Scheduled Caste Scheduled Tribe Minorities Persons with Disabilities Other Backward Classes and other vulnerable groups
21926,TSP Unit,DPLNG,21052,3,Scheduled Caste Scheduled Tribe Minorities Persons with Disabilities Other Backward Classes and other vulnerable groups
21927,Drinking  Water,DPLNG,21053,3,Water related matters
21929,Ground Water,DPLNG,21053,3,Water related matters
21930,Irrigation,DPLNG,21053,3,Water related matters
21931,Water Bodies related,DPLNG,21053,3,Water related matters
21932,Water Pollution/Quality issues,DPLNG,21053,3,Water related matters
21933,Flood Damage/Water logging,DPLNG,21053,3,Water related matters
21934,Drought/ Water Scarcity,DPLNG,21053,3,Water related matters
21935,Watershed Management,DPLNG,21053,3,Water related matters
21936,Land Records,DPLNG,21054,3,Land related matters
21937,Works/ Tender,DPLNG,21054,3,Land related matters
21938,Others/ General,DPLNG,21054,3,Land related matters
21939,Fisheries,DPLNG,21055,3,Agriculture
21940,Animal Husbandry and Dairying,DPLNG,21055,3,Agriculture
21941,"Cooperatives, Area and  Crop",DPLNG,21055,3,Agriculture
21942,Website Maintenance of NITI Aayog,DPLNG,21056,3,Technical and Secretarial  works
21943,Others,DPLNG,21056,3,Technical and Secretarial  works
21944,Pension / Family Pension Cases,DPLNG,21058,3,Pension  and Family Pension of  the staff of NITI Aayog and DMEO
21945,Revision of Pension / Family Pension cases,DPLNG,21058,3,Pension  and Family Pension of  the staff of NITI Aayog and DMEO
21946,Others,DPLNG,21058,3,Pension  and Family Pension of  the staff of NITI Aayog and DMEO
21947,Tourism Statistics,DPLNG,21061,3,Tourism
21948,Heritage Management,DPLNG,21062,3,Culture
21949,Panchayat Development,DPLNG,21063,3,Panchayati Raj
21950,Survey of Villages Abadi Mapping with improvised technology in village areas (SVAMITVA),DPLNG,21063,3,Panchayati Raj
21951,Others,DPLNG,21064,3,Information and  Broadcasting
21952,Portal,DPLNG,21065,3,NGO Darpan
21953,Others,DPLNG,21065,3,NGO Darpan
21954,National Data Analytics Platform,DPLNG,21069,3,Platforms
21955,Women Entrepreneurship Platform,DPLNG,21069,3,Platforms
21956,Teaching,DPLNG,21072,3,National Institute of Labour Economics Research and Development
21957,Research Studies,DPLNG,21072,3,National Institute of Labour Economics Research and Development
21958,Establishment Matters and General Services,DPLNG,21072,3,National Institute of Labour Economics Research and Development
21959,Financial Matters,DPLNG,21072,3,National Institute of Labour Economics Research and Development
21960,Computer and Information Services,DPLNG,21072,3,National Institute of Labour Economics Research and Development
21961,Accommodation,DPLNG,21072,3,National Institute of Labour Economics Research and Development
21962,Repair and Maintenance of office Building,DPLNG,21072,3,National Institute of Labour Economics Research and Development
21963,Horticulture,DPLNG,21072,3,National Institute of Labour Economics Research and Development
21964,Others,DPLNG,21072,3,National Institute of Labour Economics Research and Development
21965,Employee Related,DPLNG,21125,3,Matters pertaining to Development Monitoring Evaluation Office
21966,Regarding Advertisement and shortlisting criteria,DPLNG,21125,3,Matters pertaining to Development Monitoring Evaluation Office
21967,Others,DPLNG,21125,3,Matters pertaining to Development Monitoring Evaluation Office
21968,Atal Tinkering Labs(ATLs),DPLNG,21126,3,Matters relating to Atal Innovation Mission
21969,Atal Incubation Centres (AICs),DPLNG,21126,3,Matters relating to Atal Innovation Mission
21970,Atal New India Challenges (ANICs),DPLNG,21126,3,Matters relating to Atal Innovation Mission
21971,Others,DPLNG,21126,3,Matters relating to Atal Innovation Mission
21972,Leave/LTC/ Leave encashment,DPLNG,21021,4,Establishment matters
21973,Annual Performance Appraisal Report,DPLNG,21021,4,Establishment matters
21974,Conduct Rules ( Intimation/ Permission),DPLNG,21021,4,Establishment matters
21975,Miscellaneous Matters,DPLNG,21021,4,Establishment matters
21976,Transfer Related,DPLNG,21127,4,Posting/ Work Allocation matters
21977,Posting Related,DPLNG,21127,4,Posting/ Work Allocation matters
21978,work allocation related,DPLNG,21127,4,Posting/ Work Allocation matters
21979,Appointment Related,DPLNG,21127,4,Posting/ Work Allocation matters
21980,Promotion,DPLNG,21127,4,Posting/ Work Allocation matters
21981,Harassment and Misbehavior,DTOUR,21022,2,Ministry of Tourism
21982,Delay In Payment of Dues / Accounts.,DTOUR,21022,2,Ministry of Tourism
21983,Refund of Booking,DTOUR,21022,2,Ministry of Tourism
21984,Incredible India Helpline /Website.1363,DTOUR,21022,2,Ministry of Tourism
21985,Schemes /Projects/ Proposals / Under Schemes of Ministry of Tourism.,DTOUR,21022,2,Ministry of Tourism
21986,Recruitment Related,DTOUR,21022,2,Ministry of Tourism
21987,Statistics / Surveys and Studies,DTOUR,21022,2,Ministry of Tourism
21988,Regional Level Tourist Guides (RLG) / Incredible India Tourist Facilitators (IITF) Certification Programme,DTOUR,21022,2,Ministry of Tourism
21989,Central Financial Assistance (CFA),DTOUR,21022,2,Ministry of Tourism
21990,Human Resource Development/Eductional Institutes related matter (IHMs /Food Craft Institutes (FCIs) / NCHMCT / IITTM),DTOUR,21022,2,Ministry of Tourism
21991,Vigilance matters concerning Head-office and Regional Offices,DTOUR,21022,2,Ministry of Tourism
21992,Miscellaneous / Others,DTOUR,21022,2,Ministry of Tourism
21993,Administration / All establishment matter,DTOUR,21022,2,Ministry of Tourism
21994,"Niche Tourism- Cruise, Adventure, Medical and Wellness, Golf, Polo, MICE, Film, Sustainable Tourism",DTOUR,21022,2,Ministry of Tourism
21995,"All Matters related to Purchase / CGHS / Housekeeping , Vehicles /CR Section /bills at HQ",DTOUR,21022,2,Ministry of Tourism
21996,Matter related to International Corporation,DTOUR,21022,2,Ministry of Tourism
21997,All matters related to ITDC,DTOUR,21022,2,Ministry of Tourism
21998,National Tourism Advisory Committee,DTOUR,21022,2,Ministry of Tourism
21999,National Tourism Policy - related to niche Tourism,DTOUR,21022,2,Ministry of Tourism
22000,Relieving,DPLNG,21127,4,Posting/ Work Allocation matters
22001,Retirement,DPLNG,21127,4,Posting/ Work Allocation matters
22002,Pay Fixation,DPLNG,21128,4,Pay/sanction related matters
22003,Increment,DPLNG,21128,4,Pay/sanction related matters
22004,Status of Application,DPLNG,21129,4,Internship Scheme
22005,Miscellaneous Matters,DPLNG,21129,4,Internship Scheme
22006,Flexi Pool-Contractual,DPLNG,21130,4,Recruitment
22007,Young Professionals and Consultants,DPLNG,21130,4,Recruitment
22008,Salary,DPLNG,21140,4,Gazetted staff  related matter
22009,Renumeration,DPLNG,21140,4,Gazetted staff  related matter
22010,GPF,DPLNG,21140,4,Gazetted staff  related matter
22011,TDS,DPLNG,21140,4,Gazetted staff  related matter
22012,LTC,DPLNG,21140,4,Gazetted staff  related matter
